"Id","Eventable type","Eventable","Event type","Title","Description","Date","Url"
"539","Legislation","1153","Passed/Approved","Law passed","","22/03/2012",""
"538","Legislation","1101","Passed/Approved","Law passed","","11/03/2014",""
"537","Legislation","1118","Passed/Approved","Law passed","","02/12/2019",""
"536","Legislation","1123","Passed/Approved","Law passed","","27/12/2002",""
"535","Legislation","1124","Passed/Approved","Law passed","","03/10/2001",""
"534","Legislation","1119","Passed/Approved","Law passed","","24/04/2012",""
"533","Legislation","1116","Passed/Approved","Law passed","","17/05/2014",""
"532","Legislation","1047","Passed/Approved","Law passed","","25/12/2007",""
"531","Legislation","1074","Passed/Approved","Law passed","","06/12/2010",""
"530","Legislation","1078","Passed/Approved","Law passed","","14/11/2002",""
"529","Legislation","2017","Passed/Approved","Law passed","","02/12/2015",""
"528","Legislation","1076","Passed/Approved","Law passed","","27/12/2005",""
"527","Legislation","1042","Passed/Approved","Law passed","","21/11/2011",""
"526","Legislation","1075","Passed/Approved","Law passed","","10/03/2006",""
"525","Legislation","1073","Passed/Approved","Law passed","","17/07/2013",""
"524","Legislation","1072","Passed/Approved","Law passed","","01/07/2014",""
"523","Legislation","1045","Passed/Approved","Law passed","","01/03/2010",""
"522","Legislation","1036","Passed/Approved","Law passed","","01/07/2010",""
"521","Legislation","1049","Passed/Approved","Law passed","","16/03/1993",""
"520","Legislation","1046","Passed/Approved","Law passed","","06/07/2007",""
"519","Legislation","1023","Passed/Approved","Law passed","","05/06/2008",""
"518","Legislation","1040","Passed/Approved","Law passed","","11/08/2014",""
"517","Legislation","1034","Passed/Approved","Law passed","","15/09/2011",""
"516","Legislation","1035","Passed/Approved","Law passed","","29/11/2011",""
"515","Legislation","1033","Passed/Approved","Law passed","","22/07/2012",""
"514","Legislation","1032","Passed/Approved","Law passed","","21/09/2012",""
"513","Legislation","1031","Passed/Approved","Law passed","","13/12/2014",""
"512","Legislation","1021","Passed/Approved","Law passed","","23/04/2010",""
"511","Legislation","1044","Passed/Approved","Law passed","","30/12/2011",""
"510","Legislation","1018","Passed/Approved","Law passed","","15/03/2013",""
"509","Legislation","9171","Passed/Approved","Law passed","","03/07/2006",""
"508","Legislation","8903","Passed/Approved","Law passed","","24/02/1992",""
"507","Legislation","8891","Passed/Approved","Law passed","","25/03/1994",""
"506","Legislation","8791","Passed/Approved","Law passed","","18/10/1947",""
"505","Legislation","8797","Passed/Approved","Law passed","","15/11/1961",""
"504","Legislation","8799","Passed/Approved","Law passed","","01/06/1982",""
"503","Legislation","9185","Passed/Approved","Law passed","","16/06/1989",""
"502","Legislation","8783","Passed/Approved","Law passed","","28/06/2010",""
"501","Legislation","8781","Passed/Approved","Law passed","","04/12/2011",""
"500","Legislation","8688","Passed/Approved","Law passed","","21/12/1990",""
"499","Legislation","8675","Passed/Approved","Law passed","","20/09/1984",""
"498","Legislation","1573","Passed/Approved","Law passed","","23/08/2006",""
"497","Legislation","8594","Passed/Approved","Law passed","","20/05/2016",""
"496","Legislation","8568","Passed/Approved","Law passed","","12/03/2019",""
"495","Legislation","1016","Passed/Approved","Law passed","","13/01/2014",""
"494","Legislation","1572","Passed/Approved","Law passed","","26/04/2010",""
"493","Legislation","1377","Passed/Approved","Law passed","","01/01/2004",""
"492","Legislation","8599","Passed/Approved","Law passed","","25/12/2016",""
"491","Legislation","8597","Passed/Approved","Law passed","","26/05/2015",""
"490","Legislation","2060","Passed/Approved","Law passed","","05/07/2010",""
"489","Legislation","2040","Passed/Approved","Law passed","","25/12/1987",""
"488","Legislation","2029","Passed/Approved","Law passed","","21/12/2000",""
"487","Legislation","1413","Passed/Approved","Law passed","","09/10/1998",""
"486","Legislation","2010","Passed/Approved","Law passed","","20/02/2015",""
"485","Legislation","2009","Passed/Approved","Law passed","","25/08/2006",""
"484","Legislation","2005","Passed/Approved","Law passed","","10/04/1997",""
"483","Legislation","1152","Passed/Approved","Law passed","","01/08/2013",""
"482","Legislation","1561","Passed/Approved","Law passed","","15/04/2011",""
"481","Legislation","1522","Passed/Approved","Law passed","","19/07/2009",""
"480","Legislation","1521","Passed/Approved","Law passed","","04/06/2010",""
"479","Legislation","2044","Passed/Approved","Law passed","","30/06/2016",""
"478","Legislation","1416","Passed/Approved","Law passed","","25/12/1979",""
"477","Legislation","1415","Passed/Approved","Law passed","","14/05/1980",""
"476","Legislation","1414","Passed/Approved","Law passed","","23/06/1997",""
"475","Legislation","1410","Passed/Approved","Law passed","","28/08/2012",""
"474","Legislation","1409","Passed/Approved","Law passed","","26/08/2011",""
"473","Legislation","1393","Passed/Approved","Law passed","","25/12/2010",""
"472","Legislation","1387","Passed/Approved","Law passed","","25/12/2010",""
"471","Legislation","1381","Passed/Approved","Law passed","","31/12/1989",""
"470","Legislation","1375","Passed/Approved","Law passed","","01/01/2011",""
"469","Legislation","1315","Passed/Approved","Law passed","","01/01/2006",""
"468","Legislation","1402","Passed/Approved","Law passed","","24/04/2001",""
"467","Legislation","1219","Passed/Approved","Law passed","","13/12/1999",""
"466","Legislation","1218","Passed/Approved","Law passed","","16/12/2002",""
"465","Legislation","1217","Passed/Approved","Law passed","","13/10/2003",""
"464","Legislation","1215","Passed/Approved","Law passed","","25/12/2004",""
"463","Legislation","1213","Passed/Approved","Law passed","","25/12/2007",""
"462","Legislation","1212","Passed/Approved","Law passed","","23/04/2009",""
"461","Legislation","1211","Passed/Approved","Law passed","","23/04/2009",""
"460","Legislation","1209","Passed/Approved","Law passed","","25/12/2005",""
"459","Legislation","1207","Passed/Approved","Law passed","","25/12/2009",""
"458","Legislation","1205","Passed/Approved","Law passed","","25/12/2009",""
"457","Legislation","1203","Passed/Approved","Law passed","","18/06/2010",""
"456","Legislation","1202","Passed/Approved","Law passed","","11/05/2011",""
"455","Legislation","1161","Passed/Approved","Law passed","","01/01/2007",""
"454","Legislation","1159","Passed/Approved","Law passed","","01/10/2009",""
"453","Legislation","1158","Passed/Approved","Law passed","","01/10/2009",""
"452","Legislation","1156","Passed/Approved","Law passed","","01/10/2009",""
"451","Legislation","1155","Passed/Approved","Law passed","","25/12/1991",""
"450","Legislation","1154","Passed/Approved","Law passed","","25/12/1992",""
"449","Legislation","1111","Passed/Approved","Law passed","","24/04/1996",""
"448","Legislation","1110","Passed/Approved","Law passed","","31/03/2001",""
"447","Legislation","1109","Passed/Approved","Law passed","","09/12/2003",""
"446","Legislation","1108","Passed/Approved","Law passed","","29/06/2006",""
"445","Legislation","1107","Passed/Approved","Law passed","","14/11/2008",""
"444","Legislation","1103","Passed/Approved","Law passed","","03/05/2011",""
"443","Legislation","1080","Passed/Approved","Law passed","","05/05/1997",""
"442","Legislation","1079","Passed/Approved","Law passed","","29/04/1999",""
"441","Legislation","1077","Passed/Approved","Law passed","","31/01/2003",""
"440","Legislation","1048","Passed/Approved","Law passed","","25/12/2002",""
"439","Legislation","1043","Passed/Approved","Law passed","","29/07/2011",""
"438","Legislation","1038","Passed/Approved","Law passed","","29/09/2017",""
"437","Legislation","1037","Passed/Approved","Law passed","","01/07/2008",""
"436","Legislation","1102","Passed/Approved","Law passed","","08/03/2011",""
"435","Legislation","1413","Passed/Approved","Plan adopted","","01/05/2016",""
"434","Legislation","1209","Amended","Recast","","21/09/2009",""
"433","Legislation","2009","Passed/Approved","regulation issued","","23/07/2013",""
"432","Legislation","1215","Repealed/Replaced","Repealed and replaced","","25/10/2012",""
"431","Legislation","1213","Repealed/Replaced","Repealed and replaced","","06/05/2014",""
"430","Legislation","1203","Repealed/Replaced","Repealed and replaced","","04/07/2017",""
"429","Litigation","7343","Filing","Case opened","NGO ClientEarth filed lawsuit against Polska Grupa for their plant Belchatow to prevent them from burning lignite. According to ClientEarth, Belchatow is the largest GHG emiter in the EU.","25/12/2019",""
"428","Litigation","7341","Filing","Case opened","16 children filed a petition alleging that Argentina, Brazil, France, Germany and Turkey violated their rights under the UN Convention on the Rights of the Child (ratified for the 5 countires) by making insufficient cuts to GHG emissions. They ask the Committee make findings regarding CC as a children's rights crisis, and that each respondent has caused and perpetuates CC by knowingly acting in disregard of avaialble scientific evidence.","23/09/2019",""
"427","Litigation","7340","Filing","Case opened","Costa Rica files an action against Nicaragua in the International Court of Justice (ICJ) alleging ""incursion, occupation and use by Nicaragua's army of Costa Rican territory and breaches of Nicaragua's obligation towards Costa Rica"". Costa Rica sought compensation for the loss of environmental goods and services, due to the removal of 300 trees and clearing of 6 ha of land.","18/11/2010",""
"426","Litigation","7337","Filing","Case opened","ExxonMobil files a challenge against Germany in the Administrative Court in Berlin regarding the free of charge allocation of GHG emission allowances by the German Emissions Trading Authority (DEHSt).","10/03/2016",""
"425","Litigation","7333","Filing","Case opened","Two environmental activists (Gray & Hodgson) suit Macquarie Generation power company, alleging that one of their power stations had been emitting CO2 in a manner harmful for the environment.","01/07/2009",""
"424","Litigation","7331","Filing","Case opened","Sandra Bitter, in representation of the company, challenged this decision in the Berlin Administrative Court.","25/12/2015",""
"423","Litigation","7330","Filing","Case opened","In November 2013 the Swedish Environmental Protection Agency determined the amount of free emission allowances to be allocated in the third trading period. Eight (8) operators of GHG emitting facilities challenged this decision.","25/12/2015",""
"422","Litigation","7329","Filing","Case opened","The Compnay EPZ appealed at the Council State the decision of 23/04/2014.","25/12/2015",""
"421","Litigation","7328","Filing","Case opened","Schaefer Kalk challenged this decision before the Berlin Administrative Court","10/09/2013",""
"420","Litigation","7327","Filing","Case opened","ArcelorMittal brought action against the decision of 24/09/2013 before the Luzembourg Administrative Court.","25/12/2015",""
"419","Litigation","7326","Filing","Case opened","The Company brought 2 actions against the Tax Administration at the Regional Court of Bratislava, contesting the refusal for repayment and the second payment due for the second semester of 2011.","25/12/2017",""
"418","Litigation","7355","Filing","Case opened","INEOS brought proceedings before the Administrative Court in Berlin for the refusal of its request for emission allowances free of charge made on 23/01/2012, denied on 19/02/2014, appealed and denied again in 14/09/2015.","29/09/2015",""
"417","Litigation","7352","Filing","Case opened","Trinseo brought legal action against the decision of DEHSt.","02/10/2015",""
"416","Litigation","7325","Filing","Case opened","INEOS brought an action before the Administrative Court in Berlin for the rejection of its request to take into account additional information regarding the allocation of free allowances for the trading period 2013-2020.","29/09/2015",""
"415","Litigation","7323","Filing","Case opened","A group of 8 islanders of Torres Strait, Australia filed a case before the UN Human Rights Committee against the government of Australia for violating the plaintiffs' human rights under International Covenant on Civil and Political Rights fue to government's failure to address climate change.","13/05/2019",""
"414","Litigation","7322","Filing","Case opened","ClientEarth, NGO and shareholder of Enea (utility company) filed a case against the company regarding the construction of a coal-fired power plant. The claim was brought under Polish Commercial Companies Code.","24/10/2018",""
"413","Litigation","7314","Filing","Case opened","Gloucester Resources Ltd. filed a lawsuit against the Minister of Planning appealing the denial of the company's project to construct an open cut mine in New South Wales.","19/12/2017",""
"412","Litigation","7313","Filing","Case opened","Plaintiffs from 6 countries filed a suit against the EU in the European General Court in Luxembourg to challenge the treatment of forest biomass as a renewable fuel in the EU's 2018 revised Renewable Energy Directive (RED II).","04/03/2019",""
"411","Litigation","7309","Filing","Case opened","Mark McVeigh, a pension fund member filed suit against the Retail Employees Superannuation Trust (REST) alleging that it violated the Corporations Act 2001 by failing to provide information related to climate change business risks and any plans to address those risks.","24/07/2018",""
"410","Litigation","7304","Filing","Case opened","25 youth plaintiffs between the ages of 7-26 years old sued several bodies within the Colombian government, alleging that climate change and the government's failure to reduce deforestation and ensure compliance with a target for zero-net deforestation in the Colombian Amazon by the year 2020 (target of the National Development Plan 2014-2018) threatens their fundamental rights.","29/01/2018",""
"409","Litigation","7304","Settled","Decision by lower court","Court of BogotÃ¡ decided against the plaintiffs.","12/02/2018",""
"408","Litigation","7304","Appealed","Appeal filed","Plaintiffs appealed this decision before the Supreme Court.","16/02/2018",""
"407","Litigation","7304","Settled","Case decided by Supreme Court","Supreme Court decided in favour of the plaintiffs, and ordered the government to formulate and implement action plans to address deforestation in the Amazon.","05/04/2018",""
"406","Litigation","7305","Filing","Advisory opinion requested","Colombia requested to the Inter-American Court of Human Rights an advisory opinion concerning the interpretation and scope of articles related to human rights, personal integrityand right to life of the American Convention, this in relation to a healthy environment as a human right.","14/03/2016",""
"405","Litigation","7305","Settled","Advisory opinion issued by Inter-American Court","The Court provided and advisory opinion with respect to the three rights mentionned (life, integrity and health) saying the Government has a duty to prevent, preserve, provide informationand cooperate.","15/11/2017",""
"404","Litigation","7297","Settled","Withdrawn","Shareholders withdrew their suit after the CBA released a 2017 annual report that acknowledged the risk of climate change and pledged to undertake climate change scenario analysis to estimate the risks to CBA's business.","09/07/2005",""
"403","Litigation","7296","Closed","Case dismissed","The Court dismissed the case on the grounds that GHG emissions of the mine may contribute to climate change, but this should not outweigh all other considerations in the assessment process for the mine.","27/03/2012",""
"402","Litigation","7295","Filing","Case opened","Local residents challenged the grant of permission to develop a 12-turbine windfarm on various grounds.","05/10/2000",""
"401","Litigation","7295","Settled","Decision upheld","The Tribunal decided the permission for the windfarm should be upheld.","11/04/2001",""
"400","Litigation","7294","Filing","Case opened","A windfarm developer whose permission to install 9 turbines has been denied, sought judicial review of this decision.","01/03/2006",""
"399","Litigation","7294","Settled","Permit granted","The Court decided that given the benefits of the windfarm, it should be allowed.","21/12/2007",""
"398","Litigation","7293","Filing","Case opened","Local residents challenged the Shire council's approval of a development of property 230 meters from the coast and in an area encompassing several ephemeral wetlands.","05/07/2005",""
"397","Litigation","7293","Settled","Case closed","The Tribunal decided to maintain the Council's decision, but rquired additional conditions relating to the wetlands and protections against sea level rise.","31/03/2014",""
"396","Litigation","7292","Granted","Permit granted","The Surf Coast Shire Council granted planning permit for the development of a wind energy facility.","31/07/2008",""
"395","Litigation","7292","Filing","Case opened","Local residents challenged approval of a wind farm on various grounds (noise, heritage, culture).","30/06/2005",""
"394","Litigation","7292","Settled","Case decided","The Tribunal decided to maintain the Council's decision given that the windfarm is in the public's interest.","13/07/2009",""
"393","Litigation","7291","Filing","Decision appealed","Applicants seeking permission to develop four joined two-story units on a beachfront plot appealed the city council's denial.","09/07/2010",""
"392","Litigation","7291","Settled","Permission granted","The Tribunal decided to allow the development and ordered the Council to grant conditional permission for the development.","10/08/2010",""
"391","Litigation","7290","Filing","Permission denied","Coffs Harbour City Council denied the permission for a development application by Pridel Investments, because of high flooding risks among other factors.","26/03/2015",""
"390","Litigation","7290","Filing","Decision appealed","Pridel Investments challenges the Council's decision to deny permission for a 39-lot subdivision in Coffs Harbour.","22/04/2015",""
"389","Litigation","7290","Settled","Case closed","The Court decided the Council's decision should be upheld, and permission for the development should be denied. The Appeal was dismissed.","07/02/2017",""
"388","Litigation","7289","Settled","Case decided","The Tribunal upheld the Council's decision.","25/09/2009",""
"387","Litigation","7289","Appealed","Appeal filed","The couple prepares a new vulnerability assessment and appeals the Tribunal's decision.","01/12/2009",""
"386","Litigation","7289","Settled","Appeal dismissed","The Court ruled that the decision by the Council should be upheld, permit is denied.","23/03/2010",""
"385","Litigation","7288","Filing","Case opened","A journalist challenged the government of Victoria's refusal to produce all of the documents responsive to his request under the Freedom of Information Act 1982.","25/05/2010",""
"384","Litigation","7288","Settled","Case closed","The Tribunal upheld the government's refusal to produce the 11 contested documents.","30/07/2011",""
"383","Litigation","7287","Settled","Permission granted","The Tribunal ordered the Council to grant the building permission.","14/09/2010",""
"382","Litigation","7286","Filing","Case opened","Mr. Fetherston appelaed the decision by the Wollongong City Council to deny permission to build a two-story dwelling.","23/07/2016",""
"381","Litigation","7286","Settled","Permit granted","The Court decided to uphold the appeal, and ordered the Council to grant permission for the development of the dwelling.","09/11/2016",""
"380","Litigation","7285","Filing","Case opened","Mr. D'Abate challenged the Shire Council's denial of his request for permission to build a new two-story dwelling. The denial was based on the finding that the new building would intensify development in a floodplain.","01/07/2005",""
"379","Litigation","7285","Settled","Permit denied","The Tribunal upheld the denial on the grounds that permission to build in the desired location would put the building in the path of flooding driven by climate change and sea level rise.","06/08/2010",""
"378","Litigation","7284","Filing","Case opened","Residents challenged the County Council's decision to permit construction of a two-story house","01/07/2005",""
"377","Litigation","7284","Settled","Permit granted","The Tribunal decided to grant permission subject to the requirement that the house be elevated per Melbourne Water's recommendation (given possible sea level rise due to CC).","12/04/2010",""
"376","Litigation","7283","Granted","Permit granted","Minister of Environment grants permission for the construction of a new open-cut coal mine in Queensland by Adani Mining.","14/10/2015",""
"375","Litigation","7283","Filing","Case opened","Australian Conservation Foundation, non-profit, challenged the decision to approve a coal mine project.","28/01/2016",""
"374","Litigation","7283","Settled","Permit sustained","The Court decided to dismiss the application for judicial review, and mantain the permit that was granted to Adani Mining.","29/08/2016",""
"373","Litigation","7282","Filing","Case opened","Coast and Country Association of Queensland appealed the decision by the Ministry of Environment to grant permission for new coal mining project.","07/07/2005",""
"372","Litigation","7282","Settled","Appeal dismissed","The Court refused to review the Queensland Supreme Court's decision arguing that it is the lower courts' responsibility to determine factual questions, such as the scope of coal mining operations and the nature of the market for coal.","27/09/2016",""
"371","Litigation","7281","Filing","Case opened","Earthjustice filed a petition on behalf of the Arctic Athabaskan Council alleging that Canada's lax regulations on emissions threaten the Athabaskan people's human rights. Case was filed, it has not yet been decided.","23/04/2013",""
"370","Litigation","7280","Filing","Case opened","Marangopoulos Foundation for Human Rights (MFHR) alleged that the Greek government was not in compliance with Greek, European, and international law because of the nature of its oversight (and partial ownership of) several lignite coal mines and coal-fired power plants.","04/04/2005",""
"369","Litigation","7280","Filing","Evidence presented","Greek Government presented its case and asked the Committee to dismiss the complaint as unfounded.","12/01/2006",""
"368","Litigation","7280","Settled","Case decided","the Committee concluded that Greece had indeed violated several articles 2, 3, and 11 of the European Social Charter","07/06/2007",""
"367","Litigation","7276","Filing","Case opened","A group of plaintiffs who own property along in New South Wales, Australia sought damages from the local government authority, the Byron Shire Council, to cover the costs of erecting shoreline protections on their parcels and to compensate for lost value to their properties from encroaching seas.","01/09/2015",""
"366","Litigation","7276","Closed","Settlement agreed","The Council's insurers agreed to a settlement.","03/03/2016",""
"365","Litigation","7271","Filing","Case opened","Landowners, the Coast and Country Association of Queensland, and the Mackay Conservation Group challenged the proposal for a large-scale coal mine, arguing that there were significant uncertainties about the impact of mining on groundwater supplies.","20/02/2013",""
"364","Litigation","7271","Settled","Case decided","Land Court recommended that the project be refused or that strict conditions be imposed to ensure that mining will not affect groundwater supplies.","08/04/2014",""
"363","Litigation","7267","Filing","Case opened","Arcelor, steel producer, challenged the validity of the ETS Directive claiming it violated several principles of Community law.","15/01/2004",""
"362","Litigation","7267","Dismissed","Case dismissed","The General Court dismissed the action for annulment as inadmissible, noting that Arcelor is neither individually nor directly concerned by the directive.","02/03/2010",""
"361","Litigation","7269","Filing","Case opened","The European Commission notifies the UK that the amendments to its allocation schemes are incompatible with the Directive.","07/07/2004",""
"360","Litigation","7269","Settled","Case decided","European Court reversed a Commission of the European Communities decision barring the UK from amending its national allocation plan (NAP) under Article 9 of Directive 2003/87.","23/11/2005",""
"359","Litigation","7264","Filing","Amendment issued","Amendment C45 came into effect in the Glenelg Planning Scheme, which required additional planning permission requirements.","13/03/2009",""
"358","Litigation","7264","Filing","Application for permit","The Construction, which had begun in early March 2009, seeked permission to complete the construction work of a dwelling.","15/04/2009",""
"357","Litigation","7264","Filing","Case opened","The Tribunal rejected the permit application on the grounds that the development plans were at odds with policies encouraging habitat maintenance and biodiversity, and also found that the development would compromise a parcel that would otherwise act as a coastal buffer - a role the Tribunal expected to grow in importance as sea levels rise.","10/12/2010",""
"356","Litigation","7251","Other","Questioned licensing decision","The Government of Norway awarded 10 production licenses to 13 companies for oil and gas in the Artic Barents Sea.","18/05/2016",""
"355","Litigation","7251","Filing","Case opened","Two NGOs sought a declaratory judgment from the Oslo District Court that Norway's Ministry of Petroleum and Energy violated the Norwegian constitution by issuing a block of oil and gas licenses.","18/10/2016",""
"354","Litigation","7251","Settled","Case decided","Oslo District Court ruled in favor of the Norwegian Government.","04/01/2018",""
"353","Litigation","7251","Appealed","Case on appeal","Greenpeace Nordic and Nature and Youth appealed the decision before the Supreme Court.","05/02/2018",""
"352","Litigation","7227","Other","Questioned project approved","The Ministry of Environment approved the Adani mining project.","14/10/2015",""
"351","Litigation","7227","Filing","Case opened","The Australian Conservation Foundation (ACF) challenged the Minister's decision to approve the opening of the Carmichael Coal Mine.","28/01/2016",""
"350","Litigation","7227","Settled","Case decided","The Federal Court then dismissed the appeal on the basis that neither the lower court nor the Minister had fallen into legal error.","29/08/2016",""
"349","Litigation","7132","Appealed","Case referred","The Constitutional Court of Belgium referred these issues to the EU Court of Justice.","26/04/2012",""
"348","Litigation","7132","Settled","Appeal denied","The Court of Justice found Walloon's interpretation of biomass (excluded because of negative imapcts) was permissible under the Directive given its purpose.","26/09/2013",""
"347","Litigation","7131","Filing","Case opened","Arcelor challenged the adoption of Directive 2003/87 under the principle of equality.","05/03/2007",""
"346","Litigation","7131","Settled","Case decided","The Court found that the differences were justified, dismissed the claim.","16/12/2008",""
"345","Litigation","7130","Filing","Case opened","the Czech Republic requested a preliminary ruling from the European Court of Justice on the question of whether Article 10 of Directive 2003/87 precludes application of the Czech gift tax to emissions allowances obtained free of charge.","27/01/2014",""
"344","Litigation","7130","Settled","Case decided","The Court concluded that the gift tax was inconsistent with Article 10.","26/02/2015",""
"343","Litigation","7129","Filing","Case opened","Poland challenged the adoption of Directive 2003/87/EC on 4 grounds.","08/07/2011",""
"342","Litigation","7129","Settled","Case decided","The General Court rejected all 4 grounds and the action was dismissed","07/03/2013",""
"341","Litigation","7128","Filing","Case opened","Poland challenged the European Commission's decision that its National Allocation Plan was inconsistent with Directive 2003/87.","28/05/2007",""
"340","Litigation","7128","Settled","Case decided","The Court held that this decision exceeded the commission's authority.","23/09/2009",""
"339","Litigation","7127","Filing","Case opened","Estonia challenged the European Commission's decision that its National Allocation Plan was inconsistent with Directive 2003/87.","04/05/2007",""
"338","Litigation","7127","Settled","Case decided","The Court held that the Commission did not properly examine the NAP and infringed on the principle of sound administration.","23/09/2009",""
"337","Litigation","7126","Filing","Case opened","The UK challenged the European COmmission's decision to reject its amendments to its NAP.","12/04/2005",""
"336","Litigation","7126","Settled","Case decided","The court found that the Commission made an error of law in rejecting the amendments proposed by the UK as inadmissible.","23/11/2005",""
"335","Litigation","7125","Filing","Case opened","Advocate General Sharpston was asked for guidance as to the meaning of the term â€˜dual use' in the second indent of Article 2(4)(b) in relation to sugar production and lime fertilizer, the by-product arising from that process, of the Directive 2003/96/EC.","01/01/2012",""
"334","Litigation","7125","Settled","Case decided","The Advocate General answered that â€˜dual use' within the meaning of Article 2(4)(b) refers to where coal is used as heating fuel in a lime-kiln in order to generate carbon dioxide for the production of lime-kiln gas, which is subsequently used for the purification of the raw juice obtained from sugar beets, that process giving rise to the by-product earth foam","22/05/2014",""
"333","Litigation","7124","Filing","Case opened","Lafarge Cement challenged the Commission's decision to reject the Polish Phase II national allocation plan (NAP) for the allocation of GHG emission.","21/07/2007",""
"332","Litigation","7124","Settled","Claim dismissed","The Court dismissed all actions as inadmissible because the Commission's decision did not directly and individually affect the Applicants.","07/11/2008",""
"331","Litigation","7123","Filing","Case opened","Electricity producers challenged Spain's amendment to its system for purchasing wholesale electricity.","01/01/2009",""
"330","Litigation","7123","Appealed","Case referred","The case was referred to the European Court of Justice.","18/11/2011",""
"329","Litigation","7123","Settled","Case decided","The European Court of Justice rejected the electricity producers arguments","17/10/2013",""
"328","Litigation","7122","Filing","Case opened","Applicants challenged the Commission of the European Communities' decision rejecting the Polish Phase II national allocation plan (NAP)","21/07/2007",""
"327","Litigation","7122","Settled","Application dismissed","The Court dismissed all actions as inadmissible.","23/09/2008",""
"326","Litigation","7121","Appealed","Case referred","Italy referred the case to the European Court of Justice.","08/02/2013",""
"325","Litigation","7121","Settled","Case decided","The Court held that the Italian law was precluded since guarantees of origin fall within an area largely covered by EU law.","26/11/2014",""
"324","Litigation","7120","Filing","Case opened","Applicants in the above actions challenged the Commission of the European Communities' decision rejecting the Polish Phase II national allocation plan (NAP) .","25/08/2007",""
"323","Litigation","7120","Settled","Action dismissed","The court dismissed the action as inadmissible.","23/09/2008",""
"322","Litigation","7119","Filing","Case opened","Flachglas Torgau requested information about Germany's allocation of emissions licenses during 2005-2007, denied on the grounds of confidentiality. Flachglas challenged this decision.","08/06/2009",""
"321","Litigation","7119","Settled","Case decided","the court upheld the Ministry's decision to deny access to the documents requested.","14/02/2012",""
"320","Litigation","7118","Filing","Case opened","Applicants sought to annul Commission decision rejecting part of the German Phase II national allocation plan (NAP).","24/03/2007",""
"319","Litigation","7118","Settled","Appeal unsuccessful","The Court dismissed the case.","11/09/2007",""
"318","Litigation","7117","Filing","Case opened","","25/12/2007",""
"317","Litigation","7116","Filing","Case opened","","25/12/2013",""
"316","Litigation","7114","Filing","Case opened","","25/12/2007",""
"315","Litigation","7115","Filing","Case opened","","25/12/2014",""
"314","Litigation","7113","Filing","Case opened","","25/12/2008",""
"313","Litigation","7112","Filing","Case opened","","25/12/2007",""
"312","Litigation","7110","Filing","Case opened","","25/12/2006",""
"311","Litigation","7111","Filing","Case opened","","25/12/2006",""
"310","Litigation","7108","Filing","Case opened","","25/12/2008",""
"309","Litigation","7109","Filing","Case opened","","25/12/2008",""
"308","Litigation","7107","Filing","Case opened","","25/12/2008",""
"307","Litigation","7106","Filing","Case opened","","25/12/2008",""
"306","Litigation","7105","Filing","Case opened","","25/12/2015",""
"305","Litigation","7104","Filing","Case opened","","25/12/2008",""
"304","Litigation","7103","Filing","Case opened","","25/12/2016",""
"303","Litigation","7102","Filing","Case opened","","25/12/2013",""
"302","Litigation","7101","Filing","Case opened","","25/12/2011",""
"301","Litigation","7100","Filing","Case opened","","25/12/2010",""
"300","Litigation","7099","Filing","Case opened","","25/12/2014",""
"299","Litigation","7098","Filing","Case opened","","25/12/2011",""
"298","Litigation","7097","Filing","Case opened","","25/12/2013",""
"297","Litigation","7096","Filing","Case opened","","25/12/2010",""
"296","Litigation","7095","Filing","Case opened","","25/12/2007",""
"295","Litigation","7093","Filing","Case opened","","25/12/2010",""
"294","Litigation","7092","Filing","Case opened","","25/12/2015",""
"293","Litigation","7090","Filing","Case opened","","25/12/2016",""
"292","Litigation","7077","Filing","Case opened","","25/12/2015",""
"291","Litigation","7076","Filing","Case opened","","25/12/2010",""
"290","Litigation","7075","Filing","Case opened","","25/12/2010",""
"289","Litigation","7074","Filing","Case opened","","25/12/2008",""
"288","Litigation","7073","Filing","Case opened","","25/12/2012",""
"287","Litigation","7072","Filing","Case opened","","25/12/2006",""
"286","Litigation","7071","Filing","Case opened","","25/12/2010",""
"285","Litigation","7070","Filing","Case opened","","25/12/2009",""
"284","Litigation","7069","Filing","Case opened","","25/12/2009",""
"283","Litigation","7068","Filing","Case opened","","25/12/2006",""
"282","Litigation","7067","Filing","Case opened","","25/12/2005",""
"281","Litigation","7066","Filing","Case opened","","25/12/2009",""
"280","Litigation","7065","Filing","Case opened","","25/12/2007",""
"279","Litigation","7064","Filing","Case opened","","25/12/2010",""
"278","Litigation","7063","Filing","Case opened","","25/12/2010",""
"277","Litigation","7060","Filing","Case opened","","25/12/2009",""
"276","Litigation","7062","Filing","Case opened","","25/12/2013",""
"275","Litigation","7059","Filing","Case opened","","25/12/2009",""
"274","Litigation","7058","Filing","Case opened","","25/12/2009",""
"273","Litigation","7057","Filing","Case opened","","25/12/2008",""
"272","Litigation","7056","Filing","Case opened","","25/12/2004",""
"271","Litigation","7055","Filing","Case opened","","25/12/2013",""
"270","Litigation","7054","Filing","Case opened","","25/12/2007",""
"269","Litigation","7053","Filing","Case opened","","25/12/2004",""
"268","Litigation","7052","Filing","Case opened","","25/12/2005",""
"267","Litigation","7051","Filing","Case opened","","25/12/2007",""
"266","Litigation","7050","Filing","Case opened","","25/12/2007",""
"265","Litigation","7049","Filing","Case opened","","25/12/2010",""
