"Id","Name","External url","Language","Last verified on","Documentable id","Documentable type"
"4175","Decision","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2015/20151218_2015-NSWLEC-1535_decision-1.pdf","English","09/10/2020","7490","Litigation"
"4140","Opinion","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2015/20151109_2015-VCAT-1971-1_opinion.pdf","English","17/09/2020","7481","Litigation"
"4139","Opinion","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20181217_2018-NSWLEC-1651-1_opinion.pdf","English","17/09/2020","7480","Litigation"
"4138","Opinion","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180803_2018-NSWLEC-112-1_opinion.pdf","English","17/09/2020","7479","Litigation"
"4137","Complaint","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2015/20150625_2015-VCAT-857-1_complaint.pdf","English","17/09/2020","7478","Litigation"
"4136","Opinion","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180511_-2018-FCA-652-231-LGERA-75-1_opinion.pdf","English","17/09/2020","7477","Litigation"
"4135","Complaint","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20200908_12132_complaint.pdf","English","17/09/2020","7476","Litigation"
"4117","Link to full text on official website","https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX%3A32019R0631","English","14/09/2020","9696","Legislation"
"4116","Link to full text on official website","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32019L0944","English","14/09/2020","9695","Legislation"
"4115","Link to full text on official website","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32018L2001","English","14/09/2020","9694","Legislation"
"4114","Full text on official website","https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX%3A52016DC0501","English","14/09/2020","9693","Legislation"
"4112","Link to official website with full text","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32013R1316","English","14/09/2020","9692","Legislation"
"4037","Complaint","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20200902_12109_complaint.pdf","English","05/09/2020","7472","Litigation"
"4036","Opinion","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20200828_2020-QDC-205_opinion.pdf","English","05/09/2020","7471","Litigation"
"3994","Decision","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2015/20150114_2015-NSWLEC-1016_decision.pdf","English","01/09/2020","7470","Litigation"
"3993","Decision","http://climatecasechart.com/non-us-case/dougherty-bros-pty-ltd-v-outline-planning-consultants-pty-ltd/","English","01/09/2020","7469","Litigation"
"3991","Decision","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2013/20130404_2013-VCAT-521_decision.pdf","English","01/09/2020","7468","Litigation"
"3990","Court decision","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2006/20060825_2006-QPEC-095_decision-1.pdf","English","01/09/2020","7467","Litigation"
"3989","Decision on costs","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20201215_2017-FCAFC-134-2_decision.pdf","English","01/09/2020","7466","Litigation"
"3988","Decision on merits","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170825_2017-FCAFC-134-2_decision-1.pdf","English","01/09/2020","7466","Litigation"
"3987","Decision","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2009/20091210_-0907346-2009-RRTA-1168-_decision.pdf","English","01/09/2020","7465","Litigation"
"3966","Decision on appeal","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2016/20160610_2015-FCA-785-325-ALR-736-1_decision.pdf","","29/08/2020","7464","Litigation"
"3965","Lower court decision","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2015/20150715_2015-FCA-785-325-ALR-736-1_decision-1.pdf","English","29/08/2020","7464","Litigation"
"3879","Cabinet decision on 2020 amendment","https://www.meti.go.jp/english/press/2020/0225_001.html","English","22/08/2020","1409","Legislation"
"3869","Link to official webpage","https://www.parlament.gv.at/PAKT/VHG/XXVI/A/A_00984/index.shtml","German","08/08/2020","9522","Legislation"
"3859","Link to official website","https://eur-lex.europa.eu/eli/reg/2019/2088/oj","English","04/08/2020","9520","Legislation"
"3858","Link to official webpage","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex:32020R0852","English","04/08/2020","9519","Legislation"
"3846","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/pt_final_necp_main_pt.pdf","Portuguese","02/08/2020","9513","Legislation"
"3845","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/pt_final_necp_main_en.pdf","English","02/08/2020","9513","Legislation"
"3844","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/pl_final_necp_main_pl.pdf","Polish","02/08/2020","9512","Legislation"
"3843","English summary (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/pl_final_necp_summary_en.pdf","English","02/08/2020","9512","Legislation"
"3832","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/it_final_necp_main_it.pdf","Italian","02/08/2020","9506","Legislation"
"3831","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/it_final_necp_main_en.pdf","English","02/08/2020","9506","Legislation"
"3820","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/dk_final_necp_main_en.pdf","English","01/08/2020","9499","Legislation"
"3817","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/cy_final_necp_main_en.pdf","English","31/07/2020","9497","Legislation"
"3814","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/bg_final_necp_main_bg.pdf","Bulgarian","31/07/2020","9495","Legislation"
"3813","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/bg_final_necp_main_en.pdf","English","31/07/2020","9495","Legislation"
"3812","Part B (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/be_final_necp_partb_nl.pdf","Dutch","31/07/2020","9494","Legislation"
"3811","Part A (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/be_final_necp_parta_nl.pdf","Dutch","31/07/2020","9494","Legislation"
"3810","Part B (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/be_final_necp_partb_fr.pdf","French","31/07/2020","9494","Legislation"
"3809","Part A (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/be_final_necp_parta_fr.pdf","French","31/07/2020","9494","Legislation"
"3808","Full original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/at_final_necp_main_de.pdf","German","31/07/2020","9493","Legislation"
"3807","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/at_final_necp_main_en.pdf","English","31/07/2020","9493","Legislation"
"3806","Link to official website","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2018.328.01.0001.01.ENG&toc=OJ:L:2018:328:TOC","English","31/07/2020","9492","Legislation"
"3804","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/hydrogen_strategy.pdf","English","30/07/2020","9491","Legislation"
"3790","Complaint","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20200722_11843_complaint.pdf","English","24/07/2020","7462","Litigation"
"3786","Closing written submission","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180828_2019-NSWLEC-7_na.pdf","English","19/07/2020","7314","Litigation"
"3785","Expert report 3","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180620_2019-NSWLEC-7_na.pdf","English","19/07/2020","7314","Litigation"
"3784","Expert report 2","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180706_2019-NSWLEC-7_na.pdf","English","19/07/2020","7314","Litigation"
"3783","Expert report 1","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180612_2019-NSWLEC-7_na.pdf","English","19/07/2020","7314","Litigation"
"3782","Final statement","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2019/20190726_11814_na.pdf","English","19/07/2020","7460","Litigation"
"3781","Initial assessment","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20181218_11814_na.pdf","English","19/07/2020","7460","Litigation"
"3765","Link to official website","https://dre.pt/home/-/dre/131124444/details/maximized","Portuguese","11/07/2020","9476","Legislation"
"3764","Link to official website (2018/410/EC)","https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32018L0410&from=PT","English","11/07/2020","1207","Legislation"
"3763","Link to official website (2009/29/EC)","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32009L0029","English","11/07/2020","1207","Legislation"
"3762","Link to official website (2003/87/EC)","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32003L0087","English","11/07/2020","1207","Legislation"
"3754","Reply","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20200604_11164_reply.pdf","English","11/07/2020","7412","Litigation"
"3753","Summons","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20200420_11164_summons.pdf","English","11/07/2020","7412","Litigation"
"3729","Full text (PDF)","https://www.minambiente.it/sites/default/files/archivio/allegati/mobilita_sostenibile/dm_28_07_2016_208_mobilita_programma_sperimentale.pdf","Italian","30/06/2020","9465","Legislation"
"3728","Link to full text (PDF)","https://www.minambiente.it/sites/default/files/archivio/allegati/GPP/legge_28_12_2015_221.pdf","Italian","30/06/2020","9464","Legislation"
"3722","Link to Official Gazette","https://www.gazzettaufficiale.it/eli/id/2019/08/09/19A05099/sg","Italian","26/06/2020","9461","Legislation"
"3716","Report","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20200519_11476_na.pdf","Spanish","22/06/2020","7415","Litigation"
"3715","Petition","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20200711_11476_petition.pdf","Spanish","22/06/2020","7415","Litigation"
"3699","Link to official website","https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=20007500","German","14/06/2020","1042","Legislation"
"3653","Cabinet order for implementation","https://www.meti.go.jp/english/press/2019/0315_003.html","English","03/06/2020","9438","Legislation"
"3650","Link to official website -  Clean Energy Finance Corporation Investment Mandate Direction 2020","https://www.legislation.gov.au/Details/F2020L00552","English","02/06/2020","1033","Legislation"
"3648","Link to searchable document","http://www.governo.it/sites/new.governo.it/files/DL_20200520.pdf","Italian","24/05/2020","9436","Legislation"
"3646","Link to the press release","http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-45/14602","Italian","24/05/2020","9436","Legislation"
"3644","Appeal","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2019/20190711_Case-no.-T-33018_appeal.pdf","English","24/05/2020","7409","Litigation"
"3643","Judgment","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2019/20190515_Case-no.-T-33018_judgment.pdf","English","24/05/2020","7409","Litigation"
"3642","Applicants' reply","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20181210_Case-no.-T-33018_reply-1.pdf","English","24/05/2020","7409","Litigation"
"3641","Application","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180524_Case-no.-T-33018_application-1.pdf","English","24/05/2020","7409","Litigation"
"3622","Decision","https://storage.googleapis.com/cclow-staging/p3iob8rtu1t0vrhhotwfxc7ks89j?GoogleAccessId=laws-and-pathways-staging%40soy-truth-247515.iam.gserviceaccount.com&Expires=1590139942&Signature=nwyVA8wt7ySI9R1M50Ts986ma3isndgvdniyVFERkkldDIPGG4mMAcKIMxn7xTlWerboEClgrtCOSFE9kJkXtEw%2FdyU70HERC8zDaRWv0ddx%2F2lww%2FEV6w2InCQ5JRmsch2hzntKS9qCdoqHmAaZ3i8bVqduY2c0awrfFqD10UYuVHSDbzPL6eK0AEFTXeGeRqqkqKJ%2FVU5Ase%2BWPNEE4m3PZPIZA5%2BfurDeyk30ALLk%2B4gYiqaEj0ZmhZsMyX1x2c1E%2FPlxinru8%2FrDpipY0Rp8m6LEK5%2FYC0lvCi8Rn0J4cgxiLq5HKSBATygh64aPgWgOpnwHyb4yGNj4t7Hgrw%3D%3D&response-content-disposition=inline%3B+filename%3D%22f%22%3B+filename%2A%3DUTF-8%27%27f&response-content-type=application%2Fpdf","German","22/05/2020","7407","Litigation"
"3621","Decision","https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaThMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7c09c16e13631fac2106cdeb5336d7ac66122317/f","German","22/05/2020","7407","Litigation"
"3620","Decision (unofficial translation)","https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakFMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--40b82f4d9822864d7532c7aa387f09e30ca7e054/f","English","22/05/2020","7407","Litigation"
"3613","Reply (PDF)","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2020/20200504_Not-available_reply.pdf","English","13/05/2020","7341","Litigation"
"3610","Complaint (PDF)","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20111128_11368_complaint.pdf","","13/05/2020","7404","Litigation"
"3609","Decision (PDF)","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2012/20120313_11368_decision.pdf","","13/05/2020","7404","Litigation"
"3606","Complaint 3 (PDF)","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180918_11361_complaint-2.pdf","English","13/05/2020","7402","Litigation"
"3605","Complaint 2 (PDF)","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180918_11361_complaint-1.pdf","English","13/05/2020","7402","Litigation"
"3604","Complaint 1 (PDF)","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180918_11361_complaint.pdf","English","13/05/2020","7402","Litigation"
"3603","Link to official website in English","https://descarbonizar2050.pt/en/","English","04/05/2020","9435","Legislation"
"3602","Link to full text (PDF)","https://dre.pt/application/file/a/122760092","Portuguese","04/05/2020","9435","Legislation"
"3594","Decision on resolution of the questions of implementation by the Enforcement Branch of the Compliance Committee","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2013/20130704_CC-2012-1-9SlovakiaEB-_na.pdf","English","10/04/2020","7397","Litigation"
"3593","Compliance Implementation Plan","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2012/20120921_CC-2012-1-9SlovakiaEB-_na-1.pdf","English","10/04/2020","7397","Litigation"
"3592","Final Decision of the Enforcement Branch of the Compliance Committee","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2012/20120817_CC-2012-1-9SlovakiaEB-_na-1.pdf","English","10/04/2020","7397","Litigation"
"3591","Report of the individual review of the annual submission of Slovakia submitted in 2011","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2012/20120517_CC-2012-1-9SlovakiaEB-_na-1.pdf","English","10/04/2020","7397","Litigation"
"3590","Decision regarding reinstatement of eligibility","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2012/20121024_CC-2011-3-8LithuaniaEB-_na.pdf","English","10/04/2020","7396","Litigation"
"3589","Compliance Implementation Plan","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2012/20120327_CC-2011-3-8LithuaniaEB-_na.pdf","English","10/04/2020","7396","Litigation"
"3588","Final Decision of the Enforcement Branch of the Compliance Committee","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20111221_CC-2011-3-8LithuaniaEB-_na.pdf","English","10/04/2020","7396","Litigation"
"3587","Report of the individual review of the annual submission of Lithuania submitted in 2010","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20110916_CC-2011-3-8LithuaniaEB-_na.pdf","English","10/04/2020","7396","Litigation"
"3586","Decision on resolution of the questions of implementation by the Enforcement Branch of the Compliance Committee","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170906_CC-2016-1-6UkraineEB-_na.pdf","English","10/04/2020","7395","Litigation"
"3585","Compliance Implementation Plan","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2016/20161206_CC-2016-1-6UkraineEB-_na.pdf","English","10/04/2020","7395","Litigation"
"3584","Final Decision of the Enforcement Branch of the Compliance Committee","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2016/20160907_CC-2016-1-6UkraineEB-_na.pdf","English","10/04/2020","7395","Litigation"
"3583","Report of the individual review of the report upon expiration of the additional period for the first commitment period of the Kyoto Protocol of Ukraine","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2016/20160419_CC-2016-1-6UkraineEB-_na.pdf","English","10/04/2020","7395","Litigation"
"3582","Decision regarding reinstatement of eligibility","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2012/20120309_CC-2011-2-9UkraineEB-_na.pdf","English","10/04/2020","7394","Litigation"
"3581","Compliance Implementation Plan","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20111208_CC-2011-2-9UkraineEB-_na.pdf","English","10/04/2020","7394","Litigation"
"3580","Final Decision of the Enforcement Branch of the Compliance Committee","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20111012_CC-2011-2-9UkraineEB-_na.pdf","English","10/04/2020","7394","Litigation"
"3579","Report of the individual review of the annual submission of Ukraine submitted in 2010","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20110611_CC-2011-2-9UkraineEB-_na.pdf","English","10/04/2020","7394","Litigation"
"3578","Decision regarding reinstatement of eligibility","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2012/20120713_CC-2011-1-8RomaniaEB-_na.pdf","English","10/04/2020","7393","Litigation"
"3577","Compliance Implementation Plan","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20111103_CC-2011-1-8RomaniaEB-_na.pdf","English","10/04/2020","7393","Litigation"
"3576","Final Decision of the Enforcement Branch of the Compliance Committee","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20110827_CC-2011-1-8RomaniaEB-_na.pdf","English","10/04/2020","7393","Litigation"
"3575","Report of the individual review of the annual submission of Romania submitted in 2010","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20110517_CC-2011-1-8RomaniaEB-_na.pdf","English","10/04/2020","7393","Litigation"
"3574","Decision regarding the reinstatement of eligibility","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20110204_CC-2010-1-17BulgariaEB_na.pdf","English","10/04/2020","7392","Litigation"
"3573","Compliance implementation plan","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2010/20101004_CC-2010-1-17BulgariaEB_na.pdf","English","10/04/2020","7392","Litigation"
"3572","Final Decision of the Enforcement Branch of the Compliance Committee","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2010/20100628_CC-2010-1-17BulgariaEB_na.pdf","English","10/04/2020","7392","Litigation"
"3571","Report of the review of the annual submission of Bulgaria submitted in 2009","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2010/20100317_CC-2010-1-17BulgariaEB_na.pdf","English","10/04/2020","7392","Litigation"
"3570","Decision on the review and assessment of the plan submitted under paragraph 2 of section XV","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20181109_CC-2018-1MonacoEB_na.pdf","English","10/04/2020","7391","Litigation"
"3569","Compliance implementation plan","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20181014_CC-2018-1MonacoEB_na.pdf","English","10/04/2020","7391","Litigation"
"3568","Final Decision of the Enforcement Branch of the Compliance Committee","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180830_CC-2018-1MonacoEB_na.pdf","English","10/04/2020","7391","Litigation"
"3567","Report of the individual review of the annual submission of Monaco submitted in 2017","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180323_CC-2018-1MonacoEB_na.pdf","English","10/04/2020","7391","Litigation"
"3566","Final decision on question of implementation with respect to Kazakhstan","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2019/20190626_CC-2019-1KazakhstanEB_na.pdf","English","10/04/2020","7390","Litigation"
"3565","Report of the individual review of the annual submission of Kazakhstan submitted in 2017","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2019/20190219_CC-2019-1KazakhstanEB_na.pdf","English","10/04/2020","7390","Litigation"
"3564","Further Written Submission of Canada","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2008/20080714_CC-2008-1CanadaEB-_na.pdf","English","10/04/2020","7389","Litigation"
"3563","Decision not to proceed further","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2008/20080615_CC-2008-1CanadaEB-_na.pdf","English","10/04/2020","7389","Litigation"
"3562","Written submission of Canada","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2008/20080606_CC-2008-1CanadaEB-_na.pdf","English","10/04/2020","7389","Litigation"
"3561","Decision on preliminary examination","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2008/20080502_CC-2008-1CanadaEB-_na.pdf","English","10/04/2020","7389","Litigation"
"3560","Report of the review of the initial report of Canada","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2008/20080417_CC-2008-1CanadaEB-_na.pdf","English","10/04/2020","7389","Litigation"
"3559","Decision on reinstatement of eligibility","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2012/20120218_CC-2009-1-8CroatiaEB-_na.pdf","English","10/04/2020","7388","Litigation"
"3558","Compliance implementation plan","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2011/20111229_CC-2009-1-8CroatiaEB-_na.pdf","English","10/04/2020","7388","Litigation"
"3557","Final decision","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2009/20091126_CC-2009-1-8CroatiaEB-_na.pdf","English","10/04/2020","7388","Litigation"
"3556","Report on Croatia submission","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2009/20090828_CC-2009-1-8CroatiaEB-_na.pdf","English","10/04/2020","7388","Litigation"
"3553","Link to official journal","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:02009L0125-20121204","English","07/04/2020","1209","Legislation"
"3552","Link to official website (version in force","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32012L0027","English","07/04/2020","1201","Legislation"
"3549","Link to full text (pdf)","https://www.icbf.gov.co/cargues/avance/docs/ley_1943_2018.htm","Spanish","06/04/2020","9432","Legislation"
"3514","2016 Amendment (link to PDF)","https://www.retsinformation.dk/Forms/R0710.aspx?id=185842","Danish","30/03/2020","9404","Legislation"
"3513","2019 announcement on amendments (link to PDF)","https://www.retsinformation.dk/Forms/R0710.aspx?id=212795","Danish","30/03/2020","9404","Legislation"
"3512","Full text of Act 468/2009 (link to PDF)","https://www.retsinformation.dk/Forms/R0710.aspx?id=137888","Danish","30/03/2020","9404","Legislation"
"3509","Link to full text (PDF)","https://dre.pt/application/conteudo/67123272","Portuguese","30/03/2020","9401","Legislation"
"3508","Link to full text (PDF)","https://dre.pt/application/conteudo/611330","Portuguese","30/03/2020","9401","Legislation"
"3507","Link to full text (PDF)","https://dre.pt/application/conteudo/553447","Portuguese","30/03/2020","9400","Legislation"
"3506","Link to Decree-Law 120/2019 (PDF)","https://dre.pt/application/conteudo/124134339","Portuguese","30/03/2020","8279","Legislation"
"3505","Decree-Law 33-A/2005 (link to PDF)","https://dre.pt/application/conteudo/517381","Portuguese","30/03/2020","9399","Legislation"
"3504","Decree-Law 225/2207 (link to PDF)","https://dre.pt/application/conteudo/638769","Portuguese","30/03/2020","9399","Legislation"
"3503","Link to official website","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32016L2284","English","29/03/2020","9398","Legislation"
"3502","Request for preliminary ruling","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170524_C-30217_na-1.pdfhttp://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170524_C-30217_na-1.pdf","English","29/03/2020","7326","Litigation"
"3491","Request for preliminary ruling","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2016/20161114_C-57216_na.pdf","English","29/03/2020","7325","Litigation"
"3490","Opinion","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20171123_C-57216_opinion.pdf","English","29/03/2020","7325","Litigation"
"3488","Judgment","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180228_-C-57716_judgment.pdf","English","29/03/2020","7352","Litigation"
"3487","Opinion of Advocate General","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20171214_-C-57716_opinion.pdf","English","29/03/2020","7352","Litigation"
"3486","Request for preliminary ruling","http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2016/20161116_-C-57716_na.pdf","English","29/03/2020","7352","Litigation"
